source_db_name, p_code, P 번호, factory, item, dtime_ymdhms, value
PJ, 123456, p01, P7, 전력, 2026-06-01 00:12:00, 2159
PJ, 123456, p02, P8, 전력, 2026-06-01 00:12:00, 9487
PJ, 123456, p03, P9, 전력, 2026-06-01 00:12:00, 23202
PJ, 123456, p01, P7, 전력, 2026-06-01 00:13:00, 2166
PJ, 123456, p02, P8, 전력, 2026-06-01 00:13:00, 9574
PJ, 123456, p03, P9, 전력, 2026-06-01 00:13:00, 23487
PJ, 123456, p01, P7, 전력, 2026-06-01 00:14:00, 2179
PJ, 123456, p02, P8, 전력, 2026-06-01 00:14:00, 9649
PJ, 123456, p03, P9, 전력, 2026-06-01 00:14:00, 23251
PJ, 123456, p01, P7, 전력, 2026-06-01 00:15:00, 2167
PJ, 123456, p02, P8, 전력, 2026-06-01 00:15:00, 9579
PJ, 123456, p03, P9, 전력, 2026-06-01 00:15:00, 22941
PJ, 123456, p01, P7, 전력, 2026-06-01 00:16:00, 2194
PJ, 123456, p02, P8, 전력, 2026-06-01 00:16:00, 9692
PJ, 123456, p03, P9, 전력, 2026-06-01 00:16:00, 22720
PJ, 123456, p01, P7, 전력, 2026-06-01 00:17:00, 2169
PJ, 123456, p02, P8, 전력, 2026-06-01 00:17:00, 9665
PJ, 123456, p03, P9, 전력, 2026-06-01 00:17:00, 22600
PJ, 123456, p01, P7, 전력, 2026-06-01 00:18:00, 2170
PJ, 123456, p02, P8, 전력, 2026-06-01 00:18:00, 9555
PJ, 123456, p03, P9, 전력, 2026-06-01 00:18:00, 22584
PJ, 123456, p01, P7, 전력, 2026-06-01 00:19:00, 2158
PJ, 123456, p02, P8, 전력, 2026-06-01 00:19:00, 9438
PJ, 123456, p03, P9, 전력, 2026-06-01 00:19:00, 22389
PJ, 123456, p01, P7, 전력, 2026-06-01 00:20:00, 2156
PJ, 123456, p02, P8, 전력, 2026-06-01 00:20:00, 9310
PJ, 123456, p03, P9, 전력, 2026-06-01 00:20:00, 22207
PJ, 123456, p01, P7, 전력, 2026-06-01 00:21:00, 2187
PJ, 123456, p02, P8, 전력, 2026-06-01 00:21:00, 9435
PJ, 123456, p03, P9, 전력, 2026-06-01 00:21:00, 22089
PJ, 123456, p01, P7, 전력, 2026-06-01 00:22:00, 2191
PJ, 123456, p02, P8, 전력, 2026-06-01 00:22:00, 9491
PJ, 123456, p03, P9, 전력, 2026-06-01 00:22:00, 22009
PJ, 123456, p01, P7, 전력, 2026-06-01 00:23:00, 2208
PJ, 123456, p02, P8, 전력, 2026-06-01 00:23:00, 9419
PJ, 123456, p03, P9, 전력, 2026-06-01 00:23:00, 21992
PJ, 123456, p01, P7, 전력, 2026-06-01 00:24:00, 2219
PJ, 123456, p02, P8, 전력, 2026-06-01 00:24:00, 9434
PJ, 123456, p03, P9, 전력, 2026-06-01 00:24:00, 22264
PJ, 123456, p01, P7, 전력, 2026-06-01 00:25:00, 2250
PJ, 123456, p02, P8, 전력, 2026-06-01 00:25:00, 9372
PJ, 123456, p03, P9, 전력, 2026-06-01 00:25:00, 22166
PJ, 123456, p01, P7, 전력, 2026-06-01 00:26:00, 2270
PJ, 123456, p02, P8, 전력, 2026-06-01 00:26:00, 9293
PJ, 123456, p03, P9, 전력, 2026-06-01 00:26:00, 21858
PJ, 123456, p01, P7, 전력, 2026-06-01 00:27:00, 2285
PJ, 123456, p02, P8, 전력, 2026-06-01 00:27:00, 9318
PJ, 123456, p03, P9, 전력, 2026-06-01 00:27:00, 21990
PJ, 123456, p01, P7, 전력, 2026-06-01 00:28:00, 2279
PJ, 123456, p02, P8, 전력, 2026-06-01 00:28:00, 9373
PJ, 123456, p03, P9, 전력, 2026-06-01 00:28:00, 21943
PJ, 123456, p01, P7, 전력, 2026-06-01 00:29:00, 2270
PJ, 123456, p02, P8, 전력, 2026-06-01 00:29:00, 9406
PJ, 123456, p03, P9, 전력, 2026-06-01 00:29:00, 22017
PJ, 123456, p01, P7, 전력, 2026-06-01 00:30:00, 2244
PJ, 123456, p02, P8, 전력, 2026-06-01 00:30:00, 9514
PJ, 123456, p03, P9, 전력, 2026-06-01 00:30:00, 21717
PJ, 123456, p01, P7, 전력, 2026-06-01 00:31:00, 2220
PJ, 123456, p02, P8, 전력, 2026-06-01 00:31:00, 9407
PJ, 123456, p03, P9, 전력, 2026-06-01 00:31:00, 21892
PJ, 123456, p01, P7, 전력, 2026-06-01 00:32:00, 2231
PJ, 123456, p02, P8, 전력, 2026-06-01 00:32:00, 9471
PJ, 123456, p03, P9, 전력, 2026-06-01 00:32:00, 22115
PJ, 123456, p01, P7, 전력, 2026-06-01 00:33:00, 2252
PJ, 123456, p02, P8, 전력, 2026-06-01 00:33:00, 9545
PJ, 123456, p03, P9, 전력, 2026-06-01 00:33:00, 22158
PJ, 123456, p01, P7, 전력, 2026-06-01 00:34:00, 2263
PJ, 123456, p02, P8, 전력, 2026-06-01 00:34:00, 9447
PJ, 123456, p03, P9, 전력, 2026-06-01 00:34:00, 22259
PJ, 123456, p01, P7, 전력, 2026-06-01 00:35:00, 2276
PJ, 123456, p02, P8, 전력, 2026-06-01 00:35:00, 9428
PJ, 123456, p03, P9, 전력, 2026-06-01 00:35:00, 22505
PJ, 123456, p01, P7, 전력, 2026-06-01 00:36:00, 2272
PJ, 123456, p02, P8, 전력, 2026-06-01 00:36:00, 9438
PJ, 123456, p03, P9, 전력, 2026-06-01 00:36:00, 22736
PJ, 123456, p01, P7, 전력, 2026-06-01 00:37:00, 2248
PJ, 123456, p02, P8, 전력, 2026-06-01 00:37:00, 9440
PJ, 123456, p03, P9, 전력, 2026-06-01 00:37:00, 22990
PJ, 123456, p01, P7, 전력, 2026-06-01 00:38:00, 2226
PJ, 123456, p02, P8, 전력, 2026-06-01 00:38:00, 9509
PJ, 123456, p03, P9, 전력, 2026-06-01 00:38:00, 22967
PJ, 123456, p01, P7, 전력, 2026-06-01 00:39:00, 2229
PJ, 123456, p02, P8, 전력, 2026-06-01 00:39:00, 9532
PJ, 123456, p03, P9, 전력, 2026-06-01 00:39:00, 22791
PJ, 123456, p01, P7, 전력, 2026-06-01 00:40:00, 2255
PJ, 123456, p02, P8, 전력, 2026-06-01 00:40:00, 9441
PJ, 123456, p03, P9, 전력, 2026-06-01 00:40:00, 22499
PJ, 123456, p01, P7, 전력, 2026-06-01 00:41:00, 2273
PJ, 123456, p02, P8, 전력, 2026-06-01 00:41:00, 9491
PJ, 123456, p03, P9, 전력, 2026-06-01 00:41:00, 22409
PJ, 123456, p01, P7, 전력, 2026-06-01 00:42:00, 2267
PJ, 123456, p02, P8, 전력, 2026-06-01 00:42:00, 9505
PJ, 123456, p03, P9, 전력, 2026-06-01 00:42:00, 22358
PJ, 123456, p01, P7, 전력, 2026-06-01 00:43:00, 2243
PJ, 123456, p02, P8, 전력, 2026-06-01 00:43:00, 9450
PJ, 123456, p03, P9, 전력, 2026-06-01 00:43:00, 22399
PJ, 123456, p01, P7, 전력, 2026-06-01 00:44:00, 2246
PJ, 123456, p02, P8, 전력, 2026-06-01 00:44:00, 9585
PJ, 123456, p03, P9, 전력, 2026-06-01 00:44:00, 22378
PJ, 123456, p01, P7, 전력, 2026-06-01 00:45:00, 2245
PJ, 123456, p02, P8, 전력, 2026-06-01 00:45:00, 9462
PJ, 123456, p03, P9, 전력, 2026-06-01 00:45:00, 22327
PJ, 123456, p01, P7, 전력, 2026-06-01 00:46:00, 2216
PJ, 123456, p02, P8, 전력, 2026-06-01 00:46:00, 9517
PJ, 123456, p03, P9, 전력, 2026-06-01 00:46:00, 22160
PJ, 123456, p01, P7, 전력, 2026-06-01 00:47:00, 2221
PJ, 123456, p02, P8, 전력, 2026-06-01 00:47:00, 9642
PJ, 123456, p03, P9, 전력, 2026-06-01 00:47:00, 21866
PJ, 123456, p01, P7, 전력, 2026-06-01 00:48:00, 2239
PJ, 123456, p02, P8, 전력, 2026-06-01 00:48:00, 9775
PJ, 123456, p03, P9, 전력, 2026-06-01 00:48:00, 21776
PJ, 123456, p01, P7, 전력, 2026-06-01 00:49:00, 2220
PJ, 123456, p02, P8, 전력, 2026-06-01 00:49:00, 9909
PJ, 123456, p03, P9, 전력, 2026-06-01 00:49:00, 21696
PJ, 123456, p01, P7, 전력, 2026-06-01 00:50:00, 2206
PJ, 123456, p02, P8, 전력, 2026-06-01 00:50:00, 9802
PJ, 123456, p03, P9, 전력, 2026-06-01 00:50:00, 21450
PJ, 123456, p01, P7, 전력, 2026-06-01 00:51:00, 2211
PJ, 123456, p02, P8, 전력, 2026-06-01 00:51:00, 9925
PJ, 123456, p03, P9, 전력, 2026-06-01 00:51:00, 21501
PJ, 123456, p01, P7, 전력, 2026-06-01 00:52:00, 2209
PJ, 123456, p02, P8, 전력, 2026-06-01 00:52:00, 10037
PJ, 123456, p03, P9, 전력, 2026-06-01 00:52:00, 21490
PJ, 123456, p01, P7, 전력, 2026-06-01 00:53:00, 2195
PJ, 123456, p02, P8, 전력, 2026-06-01 00:53:00, 9980
PJ, 123456, p03, P9, 전력, 2026-06-01 00:53:00, 21756
PJ, 123456, p01, P7, 전력, 2026-06-01 00:54:00, 2190
PJ, 123456, p02, P8, 전력, 2026-06-01 00:54:00, 9921
PJ, 123456, p03, P9, 전력, 2026-06-01 00:54:00, 21569
PJ, 123456, p01, P7, 전력, 2026-06-01 00:55:00, 2176
PJ, 123456, p02, P8, 전력, 2026-06-01 00:55:00, 9944
PJ, 123456, p03, P9, 전력, 2026-06-01 00:55:00, 21592
PJ, 123456, p01, P7, 전력, 2026-06-01 00:56:00, 2169
PJ, 123456, p02, P8, 전력, 2026-06-01 00:56:00, 9993
PJ, 123456, p03, P9, 전력, 2026-06-01 00:56:00, 21711
PJ, 123456, p01, P7, 전력, 2026-06-01 00:57:00, 2139
PJ, 123456, p02, P8, 전력, 2026-06-01 00:57:00, 9994
PJ, 123456, p03, P9, 전력, 2026-06-01 00:57:00, 21981
PJ, 123456, p01, P7, 전력, 2026-06-01 00:58:00, 2171
PJ, 123456, p02, P8, 전력, 2026-06-01 00:58:00, 9942
PJ, 123456, p03, P9, 전력, 2026-06-01 00:58:00, 21805
PJ, 123456, p01, P7, 전력, 2026-06-01 00:59:00, 2138
PJ, 123456, p02, P8, 전력, 2026-06-01 00:59:00, 9801
PJ, 123456, p03, P9, 전력, 2026-06-01 00:59:00, 21949
PJ, 123456, p01, P7, 전력, 2026-06-01 01:00:00, 2106
PJ, 123456, p02, P8, 전력, 2026-06-01 01:00:00, 9715
PJ, 123456, p03, P9, 전력, 2026-06-01 01:00:00, 22007
PJ, 123456, p01, P7, 전력, 2026-06-01 01:01:00, 2077
PJ, 123456, p02, P8, 전력, 2026-06-01 01:01:00, 9817
PJ, 123456, p03, P9, 전력, 2026-06-01 01:01:00, 21785
PJ, 123456, p01, P7, 전력, 2026-06-01 01:02:00, 2071
PJ, 123456, p02, P8, 전력, 2026-06-01 01:02:00, 9950
PJ, 123456, p03, P9, 전력, 2026-06-01 01:02:00, 21467
PJ, 123456, p01, P7, 전력, 2026-06-01 01:03:00, 2096
PJ, 123456, p02, P8, 전력, 2026-06-01 01:03:00, 9810
PJ, 123456, p03, P9, 전력, 2026-06-01 01:03:00, 21244
PJ, 123456, p01, P7, 전력, 2026-06-01 01:04:00, 2125
PJ, 123456, p02, P8, 전력, 2026-06-01 01:04:00, 9887
PJ, 123456, p03, P9, 전력, 2026-06-01 01:04:00, 21167
PJ, 123456, p01, P7, 전력, 2026-06-01 01:05:00, 2117
PJ, 123456, p02, P8, 전력, 2026-06-01 01:05:00, 9788
PJ, 123456, p03, P9, 전력, 2026-06-01 01:05:00, 21266
PJ, 123456, p01, P7, 전력, 2026-06-01 01:06:00, 2140
PJ, 123456, p02, P8, 전력, 2026-06-01 01:06:00, 9787
PJ, 123456, p03, P9, 전력, 2026-06-01 01:06:00, 21188
PJ, 123456, p01, P7, 전력, 2026-06-01 01:07:00, 2161
PJ, 123456, p02, P8, 전력, 2026-06-01 01:07:00, 9876
PJ, 123456, p03, P9, 전력, 2026-06-01 01:07:00, 21047
PJ, 123456, p01, P7, 전력, 2026-06-01 01:08:00, 2175
PJ, 123456, p02, P8, 전력, 2026-06-01 01:08:00, 9803
PJ, 123456, p03, P9, 전력, 2026-06-01 01:08:00, 21131
PJ, 123456, p01, P7, 전력, 2026-06-01 01:09:00, 2159
PJ, 123456, p02, P8, 전력, 2026-06-01 01:09:00, 9828
PJ, 123456, p03, P9, 전력, 2026-06-01 01:09:00, 21209
PJ, 123456, p01, P7, 전력, 2026-06-01 01:10:00, 2148
PJ, 123456, p02, P8, 전력, 2026-06-01 01:10:00, 9822
PJ, 123456, p03, P9, 전력, 2026-06-01 01:10:00, 21475
PJ, 123456, p01, P7, 전력, 2026-06-01 01:11:00, 2166
PJ, 123456, p02, P8, 전력, 2026-06-01 01:11:00, 9757
PJ, 123456, p03, P9, 전력, 2026-06-01 01:11:00, 21199
PJ, 123456, p01, P7, 전력, 2026-06-01 01:12:00, 2153
PJ, 123456, p02, P8, 전력, 2026-06-01 01:12:00, 9724
PJ, 123456, p03, P9, 전력, 2026-06-01 01:12:00, 21155
PJ, 123456, p01, P7, 전력, 2026-06-01 01:13:00, 2124
PJ, 123456, p02, P8, 전력, 2026-06-01 01:13:00, 9828
PJ, 123456, p03, P9, 전력, 2026-06-01 01:13:00, 21235
PJ, 123456, p01, P7, 전력, 2026-06-01 01:14:00, 2124
PJ, 123456, p02, P8, 전력, 2026-06-01 01:14:00, 9828
PJ, 123456, p03, P9, 전력, 2026-06-01 01:14:00, 21345
PJ, 123456, p01, P7, 전력, 2026-06-01 01:15:00, 2123
PJ, 123456, p02, P8, 전력, 2026-06-01 01:15:00, 9712
PJ, 123456, p03, P9, 전력, 2026-06-01 01:15:00, 21509
PJ, 123456, p01, P7, 전력, 2026-06-01 01:16:00, 2123
PJ, 123456, p02, P8, 전력, 2026-06-01 01:16:00, 9744
PJ, 123456, p03, P9, 전력, 2026-06-01 01:16:00, 21276
PJ, 123456, p01, P7, 전력, 2026-06-01 01:17:00, 2130
PJ, 123456, p02, P8, 전력, 2026-06-01 01:17:00, 9646
PJ, 123456, p03, P9, 전력, 2026-06-01 01:17:00, 21282
PJ, 123456, p01, P7, 전력, 2026-06-01 01:18:00, 2118
PJ, 123456, p02, P8, 전력, 2026-06-01 01:18:00, 9549
PJ, 123456, p03, P9, 전력, 2026-06-01 01:18:00, 21205
PJ, 123456, p01, P7, 전력, 2026-06-01 01:19:00, 2104
PJ, 123456, p02, P8, 전력, 2026-06-01 01:19:00, 9499
PJ, 123456, p03, P9, 전력, 2026-06-01 01:19:00, 21285
PJ, 123456, p01, P7, 전력, 2026-06-01 01:20:00, 2108
PJ, 123456, p02, P8, 전력, 2026-06-01 01:20:00, 9401
PJ, 123456, p03, P9, 전력, 2026-06-01 01:20:00, 21199
PJ, 123456, p01, P7, 전력, 2026-06-01 01:21:00, 2104
PJ, 123456, p02, P8, 전력, 2026-06-01 01:21:00, 9420
PJ, 123456, p03, P9, 전력, 2026-06-01 01:21:00, 21221
PJ, 123456, p01, P7, 전력, 2026-06-01 01:22:00, 2090
PJ, 123456, p02, P8, 전력, 2026-06-01 01:22:00, 9325
PJ, 123456, p03, P9, 전력, 2026-06-01 01:22:00, 21218
PJ, 123456, p01, P7, 전력, 2026-06-01 01:23:00, 2077
PJ, 123456, p02, P8, 전력, 2026-06-01 01:23:00, 9204
PJ, 123456, p03, P9, 전력, 2026-06-01 01:23:00, 21404
PJ, 123456, p01, P7, 전력, 2026-06-01 01:24:00, 2058
PJ, 123456, p02, P8, 전력, 2026-06-01 01:24:00, 9289
PJ, 123456, p03, P9, 전력, 2026-06-01 01:24:00, 21499
PJ, 123456, p01, P7, 전력, 2026-06-01 01:25:00, 2075
PJ, 123456, p02, P8, 전력, 2026-06-01 01:25:00, 9244
PJ, 123456, p03, P9, 전력, 2026-06-01 01:25:00, 21367
PJ, 123456, p01, P7, 전력, 2026-06-01 01:26:00, 2084
PJ, 123456, p02, P8, 전력, 2026-06-01 01:26:00, 9166
PJ, 123456, p03, P9, 전력, 2026-06-01 01:26:00, 21122
PJ, 123456, p01, P7, 전력, 2026-06-01 01:27:00, 2109
PJ, 123456, p02, P8, 전력, 2026-06-01 01:27:00, 9239
PJ, 123456, p03, P9, 전력, 2026-06-01 01:27:00, 21452
PJ, 123456, p01, P7, 전력, 2026-06-01 01:28:00, 2106
PJ, 123456, p02, P8, 전력, 2026-06-01 01:28:00, 9303
PJ, 123456, p03, P9, 전력, 2026-06-01 01:28:00, 21330
PJ, 123456, p01, P7, 전력, 2026-06-01 01:29:00, 2098
PJ, 123456, p02, P8, 전력, 2026-06-01 01:29:00, 9291
PJ, 123456, p03, P9, 전력, 2026-06-01 01:29:00, 21059
PJ, 123456, p01, P7, 전력, 2026-06-01 01:30:00, 2111
PJ, 123456, p02, P8, 전력, 2026-06-01 01:30:00, 9151
PJ, 123456, p03, P9, 전력, 2026-06-01 01:30:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:31:00, 2132
PJ, 123456, p02, P8, 전력, 2026-06-01 01:31:00, 9148
PJ, 123456, p03, P9, 전력, 2026-06-01 01:31:00, 20995
PJ, 123456, p01, P7, 전력, 2026-06-01 01:32:00, 2115
PJ, 123456, p02, P8, 전력, 2026-06-01 01:32:00, 9023
PJ, 123456, p03, P9, 전력, 2026-06-01 01:32:00, 21295
PJ, 123456, p01, P7, 전력, 2026-06-01 01:33:00, 2091
PJ, 123456, p02, P8, 전력, 2026-06-01 01:33:00, 8935
PJ, 123456, p03, P9, 전력, 2026-06-01 01:33:00, 21592
PJ, 123456, p01, P7, 전력, 2026-06-01 01:34:00, 2074
PJ, 123456, p02, P8, 전력, 2026-06-01 01:34:00, 8853
PJ, 123456, p03, P9, 전력, 2026-06-01 01:34:00, 21618
PJ, 123456, p01, P7, 전력, 2026-06-01 01:35:00, 2068
PJ, 123456, p02, P8, 전력, 2026-06-01 01:35:00, 8824
PJ, 123456, p03, P9, 전력, 2026-06-01 01:35:00, 21520
PJ, 123456, p01, P7, 전력, 2026-06-01 01:36:00, 2092
PJ, 123456, p02, P8, 전력, 2026-06-01 01:36:00, 8838
PJ, 123456, p03, P9, 전력, 2026-06-01 01:36:00, 21742
PJ, 123456, p01, P7, 전력, 2026-06-01 01:37:00, 2065
PJ, 123456, p02, P8, 전력, 2026-06-01 01:37:00, 8880
PJ, 123456, p03, P9, 전력, 2026-06-01 01:37:00, 21464
PJ, 123456, p01, P7, 전력, 2026-06-01 01:38:00, 2063
PJ, 123456, p02, P8, 전력, 2026-06-01 01:38:00, 8930
PJ, 123456, p03, P9, 전력, 2026-06-01 01:38:00, 21395
PJ, 123456, p01, P7, 전력, 2026-06-01 01:39:00, 2056
PJ, 123456, p02, P8, 전력, 2026-06-01 01:39:00, 9068
PJ, 123456, p03, P9, 전력, 2026-06-01 01:39:00, 21634
PJ, 123456, p01, P7, 전력, 2026-06-01 01:40:00, 2037
PJ, 123456, p02, P8, 전력, 2026-06-01 01:40:00, 9189
PJ, 123456, p03, P9, 전력, 2026-06-01 01:40:00, 21781
PJ, 123456, p01, P7, 전력, 2026-06-01 01:41:00, 2030
PJ, 123456, p02, P8, 전력, 2026-06-01 01:41:00, 9210
PJ, 123456, p03, P9, 전력, 2026-06-01 01:41:00, 21478
PJ, 123456, p01, P7, 전력, 2026-06-01 01:42:00, 2043
PJ, 123456, p02, P8, 전력, 2026-06-01 01:42:00, 9177
PJ, 123456, p03, P9, 전력, 2026-06-01 01:42:00, 21343
PJ, 123456, p01, P7, 전력, 2026-06-01 01:43:00, 2071
PJ, 123456, p02, P8, 전력, 2026-06-01 01:43:00, 9187
PJ, 123456, p03, P9, 전력, 2026-06-01 01:43:00, 21192
PJ, 123456, p01, P7, 전력, 2026-06-01 01:44:00, 2063
PJ, 123456, p02, P8, 전력, 2026-06-01 01:44:00, 9190
PJ, 123456, p03, P9, 전력, 2026-06-01 01:44:00, 20866
PJ, 123456, p01, P7, 전력, 2026-06-01 01:45:00, 2045
PJ, 123456, p02, P8, 전력, 2026-06-01 01:45:00, 9231
PJ, 123456, p03, P9, 전력, 2026-06-01 01:45:00, 20896
PJ, 123456, p01, P7, 전력, 2026-06-01 01:46:00, 2041
PJ, 123456, p02, P8, 전력, 2026-06-01 01:46:00, 9103
PJ, 123456, p03, P9, 전력, 2026-06-01 01:46:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:47:00, 2071
PJ, 123456, p02, P8, 전력, 2026-06-01 01:47:00, 9103
PJ, 123456, p03, P9, 전력, 2026-06-01 01:47:00, 21136
PJ, 123456, p01, P7, 전력, 2026-06-01 01:48:00, 2058
PJ, 123456, p02, P8, 전력, 2026-06-01 01:48:00, 9142
PJ, 123456, p03, P9, 전력, 2026-06-01 01:48:00, 21042
PJ, 123456, p01, P7, 전력, 2026-06-01 01:49:00, 2087
PJ, 123456, p02, P8, 전력, 2026-06-01 01:49:00, 9099
PJ, 123456, p03, P9, 전력, 2026-06-01 01:49:00, 21262
PJ, 123456, p01, P7, 전력, 2026-06-01 01:50:00, 2075
PJ, 123456, p02, P8, 전력, 2026-06-01 01:50:00, 9196
PJ, 123456, p03, P9, 전력, 2026-06-01 01:50:00, 20970
PJ, 123456, p01, P7, 전력, 2026-06-01 01:51:00, 2048
PJ, 123456, p02, P8, 전력, 2026-06-01 01:51:00, 9316
PJ, 123456, p03, P9, 전력, 2026-06-01 01:51:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:52:00, 2030
PJ, 123456, p02, P8, 전력, 2026-06-01 01:52:00, 9418
PJ, 123456, p03, P9, 전력, 2026-06-01 01:52:00, 20950
PJ, 123456, p01, P7, 전력, 2026-06-01 01:53:00, 2028
PJ, 123456, p02, P8, 전력, 2026-06-01 01:53:00, 9472
PJ, 123456, p03, P9, 전력, 2026-06-01 01:53:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:54:00, 1999
PJ, 123456, p02, P8, 전력, 2026-06-01 01:54:00, 9598
PJ, 123456, p03, P9, 전력, 2026-06-01 01:54:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:55:00, 2002
PJ, 123456, p02, P8, 전력, 2026-06-01 01:55:00, 9656
PJ, 123456, p03, P9, 전력, 2026-06-01 01:55:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:56:00, 1974
PJ, 123456, p02, P8, 전력, 2026-06-01 01:56:00, 9584
PJ, 123456, p03, P9, 전력, 2026-06-01 01:56:00, 20853
PJ, 123456, p01, P7, 전력, 2026-06-01 01:57:00, 1997
PJ, 123456, p02, P8, 전력, 2026-06-01 01:57:00, 9716
PJ, 123456, p03, P9, 전력, 2026-06-01 01:57:00, 21153
PJ, 123456, p01, P7, 전력, 2026-06-01 01:58:00, 1998
PJ, 123456, p02, P8, 전력, 2026-06-01 01:58:00, 9643
PJ, 123456, p03, P9, 전력, 2026-06-01 01:58:00, 21098
PJ, 123456, p01, P7, 전력, 2026-06-01 01:59:00, 2018
PJ, 123456, p02, P8, 전력, 2026-06-01 01:59:00, 9526
PJ, 123456, p03, P9, 전력, 2026-06-01 01:59:00, 21403
PJ, 123456, p01, P7, 전력, 2026-06-01 02:00:00, 2030
PJ, 123456, p02, P8, 전력, 2026-06-01 02:00:00, 9598
PJ, 123456, p03, P9, 전력, 2026-06-01 02:00:00, 21078
PJ, 123456, p01, P7, 전력, 2026-06-01 02:01:00, 2030
PJ, 123456, p02, P8, 전력, 2026-06-01 02:01:00, 9635
PJ, 123456, p03, P9, 전력, 2026-06-01 02:01:00, 21213
PJ, 123456, p01, P7, 전력, 2026-06-01 02:02:00, 2011
PJ, 123456, p02, P8, 전력, 2026-06-01 02:02:00, 9575
PJ, 123456, p03, P9, 전력, 2026-06-01 02:02:00, 21278
PJ, 123456, p01, P7, 전력, 2026-06-01 02:03:00, 2027
PJ, 123456, p02, P8, 전력, 2026-06-01 02:03:00, 9432
PJ, 123456, p03, P9, 전력, 2026-06-01 02:03:00, 21479
PJ, 123456, p01, P7, 전력, 2026-06-01 02:04:00, 2053
PJ, 123456, p02, P8, 전력, 2026-06-01 02:04:00, 9565
PJ, 123456, p03, P9, 전력, 2026-06-01 02:04:00, 21382
PJ, 123456, p01, P7, 전력, 2026-06-01 02:05:00, 2041
PJ, 123456, p02, P8, 전력, 2026-06-01 02:05:00, 9683
PJ, 123456, p03, P9, 전력, 2026-06-01 02:05:00, 21425
PJ, 123456, p01, P7, 전력, 2026-06-01 02:06:00, 2067
PJ, 123456, p02, P8, 전력, 2026-06-01 02:06:00, 9756
PJ, 123456, p03, P9, 전력, 2026-06-01 02:06:00, 21727
PJ, 123456, p01, P7, 전력, 2026-06-01 02:07:00, 2049
PJ, 123456, p02, P8, 전력, 2026-06-01 02:07:00, 9868
PJ, 123456, p03, P9, 전력, 2026-06-01 02:07:00, 21450
PJ, 123456, p01, P7, 전력, 2026-06-01 02:08:00, 2068
PJ, 123456, p02, P8, 전력, 2026-06-01 02:08:00, 9852
PJ, 123456, p03, P9, 전력, 2026-06-01 02:08:00, 21712
