source_db_name,dtime_ymdhms,field,factory,temp,supply,zone,no,A_FAN가동상태,A_냉동기가동상태,A_냉동기전력,A_동파방지히터,A_디퓨져개도율,A_배인개도율,A_압축기토출온도,A_응축기냉매압력,A_응축기냉매온도,A_증발기냉매압력,A_증발기냉매온도,A_팽창밸브개도율,B_FAN가동상태,B_냉동기가동상태,B_냉동기전력,B_동파방지히터,B_디퓨져개도율,B_배인개도율,B_압축기토출온도,B_응축기냉매압력,B_응축기냉매온도,B_증발기냉매압력,B_증발기냉매온도,B_팽창밸브개도율,C_FAN가동상태,C_동파방지히터,D_FAN가동상태,D_동파방지히터,E_FAN가동상태,F_FAN가동상태,G_FAN가동상태,H_FAN가동상태,I_FAN가동상태,J_FAN가동상태,K_FAN가동상태,공통_냉각수공급온도,공통_냉각수유량,공통_냉각수펌프상태,공통_냉각수펌프전력,공통_냉각수환수온도,공통_냉동톤,공통_냉수공급온도,공통_냉수유량,공통_냉수펌프상태,공통_냉수펌프전력,공통_냉수환수온도,공통_응축기냉매압력,공통_증발기냉매압력
GG,2026-06-09 11:01,열원,P2,13℃,고층부,공통,#3,0,0,0,0,0,0,42.7,4.0899997,15.86,4.0299997,15.49,25,0,0,0,0,0,0,43.45,4.0499997,15.62,4.06,15.679999,25,0,0,0,0,0,0,0,0,0,0,0,23,29.4,0,0,23.949999,0.7582041,16.35,4.16875,0,0,16.4,0,0
GG,2026-06-09 11:01,열원,P2,13℃,고층부,공통,#1,0,0,0,0,0,0,46.600002,3.9299998,14.8,3.85,14.3,25,0,0,0,0,0,0,45.2,3.85,14.3,3.9099998,14.7,50,0,0,0,0,0,0,0,0,0,0,0,23.300001,0,0,0,22.800001,0,15.900001,0,0,0,14.7,0,0
GG,2026-06-09 11:01,열원,P2,13℃,저층부,공통,#2,1,1,761,0,0,100,45.55,8.16,35.57,2.79,6.99,25,1,1,728,0,0,100,41.2,7.37,32.35,2.6,5.5099998,30,0,0,1,0,0,0,0,0,0,0,0,24.35,1425.55,1,208,30.099998,2447.6934,13.4,1692.225,1,300,17.75,0,0
GG,2026-06-09 11:01,열원,P2,13℃,저층부,공통,#3,0,0,0,0,0,1,46.1,3.83,14.24,3.72,13.53,50,0,0,0,0,0,1,45.6,3.9199998,14.809999,3.8999999,14.679999,50,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,24.85,0,13.099999,0,0,0,14.25,0,0
GG,2026-06-09 11:01,열원,P2,13℃,저층부,공통,#1,1,1,771,0,0,74,42.85,7.89,34.5,3.11,9.37,50,1,1,727,0,0,100,36.05,7.24,31.8,2.76,6.7599998,55,1,0,1,0,0,0,0,0,0,0,0,26.65,2065,1,216,30.849998,2812.425,13.7,1874.5,1,320,18.3,0,0
GG,2026-06-09 11:01,열원,P2,5℃,고층부,공통,#2,0,0,0,0,0,0,48.45,4.35,17.42,4.3399997,17.359999,50,0,0,0,0,0,0,50.2,4.43,17.89,4.5099998,18.359999,40,0,0,0,0,0,0,0,0,0,0,0,23.25,1342.95,0,0,24.449999,-1.7531621,25.75,0.89375,0,0,18.5,0,0
GG,2026-06-09 11:01,열원,P2,5℃,고층부,공통,#3,0,0,0,0,0,0,41,2.7,6.2999997,2.6599998,5.99,50,0,0,0,0,0,0,40.95,2.83,7.2999997,2.84,7.37,65,0,0,0,0,0,0,0,0,0,0,0,20.85,0,0,0,23.75,0,6.35,0,0,0,6.5499997,0,0
GG,2026-06-09 11:01,열원,P2,5℃,고층부,공통,#1,0,0,0,0,0,1,41.2,2.74,6.6099997,2.82,7.22,25,0,0,0,0,0,0,40.2,2.86,7.5299997,2.96,8.2699995,100,0,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0,23.8,0.5843874,6.2999997,2.35625,0,0,6.95,0,0
GG,2026-06-09 11:01,열원,P2,5℃,저층부,공통,#2,0,0,0,0,0,0,27.099998,3.6499999,13.07,3.6,12.75,85,0,0,0,0,0,1,44.7,4.08,15.799999,4.0499997,15.62,85,0,0,0,0,0,0,0,0,0,0,0,23.25,0,0,0,23.3,0,23.65,0,0,0,16.8,0,0
GG,2026-06-09 11:01,열원,P2,5℃,저층부,공통,#3,0,0,0,0,0,0,47.5,2.95,8.2,2.97,8.349999,100,0,0,0,0,0,0,47.8,3.1599998,9.73,3.46,11.809999,25,0,0,0,0,0,0,0,0,0,0,0,22.449999,0,0,0,24.6,0,6.75,0.325,0,0,7,0,0
GG,2026-06-09 11:01,열원,P2,5℃,저층부,공통,#1,0,0,0,0,0,0,48.6,4.42,17.83,4.61,18.93,25,0,0,0,0,0,0,49.5,4.56,18.64,4.62,18.99,25,0,0,0,0,0,0,0,0,0,0,0,26.15,2800,0,0,27.699999,-4.1095195,26.55,2.03125,0,0,19.199999,0,0
GS,2026-06-09 11:03,열원,A2,5℃,공통,공통,#2,0,0,0,0,0,1,0,-0.2645728,0,21.487097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.562069,0,0,0,23.020527,0,19.599224,1.5,0,0,18.40894,0,0
GS,2026-06-09 11:03,열원,A1,5℃,공통,공통,#2,1,1,588,0,0,65,39.8,6.56,28.8,2.57,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.5,913.875,1,70,26.8,0,5.5,356.875,1,69,13.7,0,0
GS,2026-06-09 11:03,열원,A1,5℃,공통,공통,#3,1,0,0,0,0,0,41.2,5.14,21.84,5.16,21.939999,0,1,0,0,0,0,0,40.3,5.0899997,21.57,5.0699997,21.46,0,1,0,0,0,0,0,0,0,0,0,0,27.099998,20.625,0,0,28.9,0,21.3,18,0,0,21.3,0,0
GS,2026-06-09 11:03,열원,A1,5℃,공통,공통,#1,1,1,1004,0,0,48,39.7,6.56,28.81,2.26,2.69,0,1,1,0,0,0,28,39.85,6.35,27.849998,2.21,2.27,0,1,0,1,0,0,0,0,0,0,0,0,24.15,1588.125,1,182,28.349998,0,4.9,659.75,1,120,13.2,0,0
GS,2026-06-09 11:03,열원,A2,13℃,공통,공통,#2,0,0,0,0,0,0,0,0.5053053,0,4.7828317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.305614,501.875,0,0,27.980938,0,22.103565,0.5,0,0,21.209059,0,0
GS,2026-06-09 11:03,열원,A2,13℃,공통,공통,#3,0,0,0,0,0,0,0,-0.17037296,0,3.8078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.054195,3.575,0,0,29.681486,0,29.126678,3.75,0,0,29.151419,0,0
GS,2026-06-09 11:03,열원,A2,13℃,공통,공통,#1,0,0,0,0,0,0,0,0.4723059,0,0.0928772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.983776,0,0,0,28.640356,0,21.940334,7,0,0,21.074137,0,0
GS,2026-06-09 11:03,열원,A2,5℃,공통,공통,#3,0,0,0,0,0,0,0,0.38352695,0,1.8575077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.697948,3.025,0,0,28.797634,0,29.028097,2.25,0,0,28.96103,0,0
GS,2026-06-09 11:03,열원,A2,5℃,공통,공통,#1,0,0,0,0,0,0,0,4.87,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,26.1,0,18.7,9.25,0,0,18.1,0,0
GG,2026-06-09 11:03,열원,P1,13℃,저층부,공통,#2,0,0,0,0,0,-2,37.75,5.0899997,21.58,5.1099997,21.68,0,0,0,0,0,0,0,39.5,4.99,21.039999,4.99,21.039999,0,0,0,0,0,0,0,0,0,0,0,0,24.949999,49.7,0,0,25,0.038029246,20.35,1.15,0,0,20.85,0,0
GG,2026-06-09 11:03,열원,P1,13℃,저층부,공통,#3,0,0,0,0,0,0,43.399998,6.15,26.9,6.15,26.9,0,0,0,0,0,0,1,43.6,6.08,26.599998,6.1,26.599998,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,27.4,0,0,0,27.099998,0,0
GG,2026-06-09 11:03,열원,P1,13℃,저층부,공통,#1,1,1,755,0,0,70,44.3,8.11,35.3,3.4199998,11.5,0,2,1,770,0,0,74,33.2,7.3199997,32.1,3.23,10.2,0,1,0,1,0,1,1,1,1,0,0,0,27.8,1802.5,0,191,33.399998,3379.874,12,1503.05,1,327,18.8,0,0
GG,2026-06-09 11:03,열원,P1,5℃,저층부,공통,#2,1,0,0,0,0,0,40.5,4.96,20.869999,4.94,20.77,0,1,0,0,0,0,1,39.25,4.93,20.71,4.96,20.869999,0,0,0,1,0,0,1,1,1,0,0,0,24.699999,0,0,0,25.5,-0.39765197,24.699999,0.325,0,0,21,0,0
GG,2026-06-09 11:03,열원,P1,5℃,저층부,공통,#3,1,1,696,0,0,22,37.6,6.0499997,26.4,2.3899999,3.8,0,1,1,945,0,0,53,42.2,6.69,29.4,2.75,6.7,0,1,0,1,0,1,1,1,1,0,0,0,23.6,5.6,0,272,27.5,2661.3887,6.5,914.55,1,186,15.299999,0,0
GG,2026-06-09 11:03,열원,P1,5℃,저층부,공통,#1,1,1,743,0,0,36,44.1,7.24,31.8,2.54,5,0,0,1,1025,0,0,41,44.6,7.89,34.5,2.8,7.1,0,1,0,1,0,1,1,1,1,0,0,0,29,2093,0,285,32.6,2320.4397,7.2,911.3,1,187,14.9,0,0
GG,2026-06-09 11:03,열원,P2,13℃,고층부,공통,#2,1,1,787,0,0,62,39.55,8.179999,35.649998,3.52,12.21,25,1,1,796,0,0,95,39.25,7.29,32.02,2.83,7.2999997,35,1,0,1,0,0,0,0,0,0,0,0,24.3,1749.375,1,212,31,2606.332,14.7,1694.9563,1,309,19.3,0,0
GG,2026-06-09 11:03,열원,P2,13℃,고층부,공통,#3,0,0,0,0,0,0,42.649998,4.08,15.799999,4.02,15.429999,25,0,0,0,0,0,0,43.5,4.0499997,15.62,4.06,15.679999,25,0,0,0,0,0,0,0,0,0,0,0,23,28.525,0,0,23.949999,0.8960601,16.3,4.16875,0,0,16.4,0,0
GG,2026-06-09 11:03,열원,P2,13℃,고층부,공통,#1,0,0,0,0,0,0,46.600002,3.9299998,14.8,3.85,14.3,25,0,0,0,0,0,0,45.100002,3.85,14.3,3.9099998,14.7,50,0,0,0,0,0,0,0,0,0,0,0,23.300001,0,0,0,22.800001,0,15.900001,0,0,0,14.7,0,0
GG,2026-06-09 11:03,열원,P2,13℃,저층부,공통,#2,1,1,762,0,0,100,45.5,8.17,35.61,2.78,6.92,25,1,1,731,0,0,100,41.149998,7.3799996,32.399998,2.61,5.5899997,30,0,0,1,0,0,0,0,0,0,0,0,24.5,1078.7,1,208,30.199999,2442.6562,13.25,1717.8125,1,301,17.55,0,0
GG,2026-06-09 11:03,열원,P2,13℃,저층부,공통,#3,0,0,0,0,0,1,46.149998,3.83,14.24,3.72,13.53,50,0,0,0,0,0,1,45.649998,3.9199998,14.809999,3.8999999,14.679999,50,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,24.85,0,13.099999,0,0,0,14.25,0,0
GG,2026-06-09 11:03,열원,P2,13℃,저층부,공통,#1,1,1,762,0,0,74,42.899998,7.6699996,33.6,3.04,8.86,50,1,1,711,0,0,100,36,7.02,30.859999,2.7,6.2999997,55,1,0,1,0,0,0,0,0,0,0,0,26.05,2053.625,1,216,30.449999,2829.3362,13.65,1859.9812,1,319,18.3,0,0
GG,2026-06-09 11:03,열원,P2,5℃,고층부,공통,#2,0,0,0,0,0,0,48.5,4.35,17.42,4.35,17.42,50,0,0,0,0,0,0,50.2,4.44,17.949999,4.5,18.3,40,0,0,0,0,0,0,0,0,0,0,0,23.199999,1340.15,0,0,24.449999,-1.1526537,25.699999,0.4875,0,0,18.55,0,0
GG,2026-06-09 11:03,열원,P2,5℃,고층부,공통,#3,0,0,0,0,0,0,41,2.7,6.2999997,2.6599998,5.99,50,0,0,0,0,0,0,40.95,2.82,7.22,2.83,7.2999997,65,0,0,0,0,0,0,0,0,0,0,0,20.9,0,0,0,23.8,0,6.35,0,0,0,6.5499997,0,0
GG,2026-06-09 11:03,열원,P2,5℃,고층부,공통,#1,0,0,0,0,0,1,41.25,2.75,6.69,2.82,7.22,25,0,0,0,0,0,0,40.149998,2.85,7.45,2.96,8.2699995,100,0,0,0,0,0,0,0,0,0,0,0,21.3,13.475,0,0,23.85,0.48363096,6.2999997,1.95,0,0,6.95,0,0
GG,2026-06-09 11:03,열원,P2,5℃,저층부,공통,#2,0,0,0,0,0,0,27.099998,3.6399999,13.009999,3.6,12.75,85,0,0,0,0,0,1,44.7,4.0899997,15.86,4.04,15.549999,85,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,23.3,0,23.65,0,0,0,16.8,0,0
GG,2026-06-09 11:03,열원,P2,5℃,저층부,공통,#3,0,0,0,0,0,0,47.5,2.95,8.2,2.97,8.349999,100,0,0,0,0,0,0,47.75,3.1699998,9.8,3.47,11.88,25,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,24.55,0.0967261,6.75,0.73125,0,0,7,0,0
GG,2026-06-09 11:03,열원,P2,5℃,저층부,공통,#1,0,0,0,0,0,0,48.649998,4.42,17.83,4.61,18.93,25,0,0,0,0,0,0,49.5,4.56,18.64,4.61,18.93,25,0,0,0,0,0,0,0,0,0,0,0,26.15,2800,0,0,27.699999,-16.870659,26.55,6.3375,0,0,19.199999,0,0
GS,2026-06-09 11:04,열원,A1,5℃,공통,공통,#2,1,1,588,0,0,64,39.8,6.56,28.8,2.57,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.5,909,1,70,26.8,0,5.5,361.375,1,69,13.7,0,0
GS,2026-06-09 11:04,열원,A1,5℃,공통,공통,#3,1,0,0,0,0,0,41.2,5.14,21.84,5.16,21.939999,0,1,0,0,0,0,0,40.3,5.1,21.619999,5.0699997,21.46,0,1,0,0,0,0,0,0,0,0,0,0,27.199999,20,0,0,28.849998,0,21.35,8.25,0,0,21.25,0,0
GS,2026-06-09 11:04,열원,A1,5℃,공통,공통,#1,1,1,1006,0,0,48,39.75,6.56,28.81,2.26,2.69,0,1,1,0,0,0,28,39.899998,6.3599997,27.89,2.25,2.62,0,1,0,1,0,0,0,0,0,0,0,0,24.15,1596.25,1,180,28.3,0,4.9,664,1,119,13.2,0,0
GS,2026-06-09 11:04,열원,A2,13℃,공통,공통,#2,0,0,0,0,0,0,0,0.5053053,0,4.7828317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.305614,502.425,0,0,27.980938,0,22.103565,1,0,0,21.209059,0,0
GS,2026-06-09 11:04,열원,A2,13℃,공통,공통,#3,0,0,0,0,0,0,0,-0.17037296,0,3.8078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.054195,3.575,0,0,29.681486,0,29.126678,3.75,0,0,29.151419,0,0
GS,2026-06-09 11:04,열원,A2,13℃,공통,공통,#1,0,0,0,0,0,0,0,0.4723059,0,0.0928772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.983776,0,0,0,28.640356,0,21.940334,7,0,0,21.074137,0,0
GS,2026-06-09 11:04,열원,A2,5℃,공통,공통,#2,0,0,0,0,0,1,0,-0.2645728,0,21.547178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.562069,0,0,0,23.020527,0,19.599224,1.25,0,0,18.451582,0,0
GS,2026-06-09 11:04,열원,A2,5℃,공통,공통,#3,0,0,0,0,0,0,0,0.38352695,0,1.8575077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.697948,3.3,0,0,28.797634,0,29.028097,2.5,0,0,28.96103,0,0
GS,2026-06-09 11:04,열원,A2,5℃,공통,공통,#1,0,0,0,0,0,0,0,4.87,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,26.2,0,18.7,9.25,0,0,18.1,0,0
GG,2026-06-09 11:04,열원,P1,13℃,저층부,공통,#2,0,0,0,0,0,-2,37.75,5.08,21.52,5.1099997,21.68,0,0,0,0,0,0,0,39.5,4.96,20.869999,4.98,20.98,0,0,0,0,0,0,0,0,0,0,0,0,24.949999,51.1,0,0,24.949999,0,20.35,0,0,0,20.85,0,0
GG,2026-06-09 11:04,열원,P1,13℃,저층부,공통,#3,0,0,0,0,0,0,43.399998,6.15,26.9,6.15,26.9,0,0,0,0,0,0,1,43.6,6.08,26.599998,6.1,26.599998,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,27.4,0,0,0,27.099998,0,0
GG,2026-06-09 11:04,열원,P1,13℃,저층부,공통,#1,1,1,755,0,0,70,44.3,8.12,35.399998,3.4199998,11.5,0,2,1,769,0,0,74,33.2,7.3399997,32.2,3.23,10.2,0,1,0,1,0,1,1,1,1,0,0,0,27.8,1794.1,0,191,33.5,3388.9248,12,1507.075,1,327,18.8,0,0
GG,2026-06-09 11:04,열원,P1,5℃,저층부,공통,#2,1,0,0,0,0,0,40.5,4.95,20.82,4.92,20.66,0,1,0,0,0,0,1,39.2,4.94,20.77,4.99,21.039999,0,0,0,1,0,0,1,1,1,0,0,0,24.699999,0,0,0,25.5,0,24.75,0,0,0,21,0,0
GG,2026-06-09 11:04,열원,P1,5℃,저층부,공통,#3,1,1,695,0,0,22,37.6,6.0499997,26.4,2.3799999,3.6999998,0,1,1,941,0,0,54,42.1,6.7,29.4,2.74,6.6,0,1,0,1,0,1,1,1,1,0,0,0,23.6,2.8,0,271,27.5,2654.7686,6.3999996,912.275,1,185,15.2,0,0
GG,2026-06-09 11:04,열원,P1,5℃,저층부,공통,#1,1,1,743,0,0,36,44.3,7.29,32,2.54,5,0,0,1,1026,0,0,41,44.399998,7.93,34.6,2.79,7,0,1,0,1,0,1,1,1,1,0,0,0,29.199999,2104.2,0,284,32.8,2337.818,7.1,918.125,1,186,14.799999,0,0
GG,2026-06-09 11:04,열원,P2,13℃,고층부,공통,#2,1,1,785,0,0,62,39.55,8.19,35.69,3.53,12.28,25,1,1,791,0,0,95,39.25,7.2999997,32.059998,2.83,7.2999997,35,1,0,1,0,0,0,0,0,0,0,0,24.25,1765.3125,1,211,31,2560.376,14.75,1683.1687,1,308,19.25,0,0
GG,2026-06-09 11:04,열원,P2,13℃,고층부,공통,#3,0,0,0,0,0,0,42.649998,4.08,15.799999,4.0299997,15.49,25,0,0,0,0,0,0,43.55,4.0499997,15.62,4.0499997,15.62,25,0,0,0,0,0,0,0,0,0,0,0,23.05,19.075,0,0,23.949999,0.91269606,16.35,4.6,0,0,16.4,0,0
GG,2026-06-09 11:04,열원,P2,13℃,고층부,공통,#1,0,0,0,0,0,0,46.7,3.9299998,14.8,3.85,14.3,25,0,0,0,0,0,0,45.100002,3.85,14.3,3.9099998,14.7,50,0,0,0,0,0,0,0,0,0,0,0,23.300001,0,0,0,22.800001,0,15.900001,0,0,0,14.7,0,0
GG,2026-06-09 11:04,열원,P2,13℃,저층부,공통,#2,1,1,760,0,0,100,45.45,8.179999,35.649998,2.8,7.0699997,25,1,1,727,0,0,100,41.1,7.3999996,32.48,2.61,5.5899997,30,0,0,1,0,0,0,0,0,0,0,0,24.6,1102.325,1,208,30.199999,2398.0913,13.25,1706.3125,1,300,17.55,0,0
GG,2026-06-09 11:04,열원,P2,13℃,저층부,공통,#3,0,0,0,0,0,1,46.2,3.83,14.24,3.72,13.53,50,0,0,0,0,0,1,45.7,3.9199998,14.809999,3.8999999,14.679999,50,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,24.85,0,13.049999,0,0,0,14.299999,0,0
GG,2026-06-09 11:04,열원,P2,13℃,저층부,공통,#1,1,1,756,0,0,79,42.85,7.6,33.309998,3,8.57,50,1,1,706,0,0,100,36.149998,6.93,30.46,2.6799998,6.14,55,1,0,1,0,0,0,0,0,0,0,0,25.75,2031.925,1,216,30.099998,2806.376,13.65,1844.8875,1,318,18.3,0,0
GG,2026-06-09 11:04,열원,P2,5℃,고층부,공통,#2,0,0,0,0,0,0,48.5,4.35,17.42,4.3399997,17.359999,50,0,0,0,0,0,0,50.2,4.43,17.89,4.5,18.3,40,0,0,0,0,0,0,0,0,0,0,0,23.25,1344.7,0,0,24.449999,-3.2430136,25.699999,1.38125,0,0,18.55,0,0
GG,2026-06-09 11:04,열원,P2,5℃,고층부,공통,#3,0,0,0,0,0,0,40.95,2.69,6.22,2.6599998,5.99,50,0,0,0,0,0,0,41,2.83,7.2999997,2.83,7.2999997,65,0,0,0,0,0,0,0,0,0,0,0,20.85,0,0,0,23.75,0,6.2999997,0,0,0,6.5499997,0,0
GG,2026-06-09 11:04,열원,P2,5℃,고층부,공통,#1,0,0,0,0,0,1,41.25,2.75,6.69,2.82,7.22,25,0,0,0,0,0,0,40.149998,2.87,7.6,2.96,8.2699995,100,0,0,0,0,0,0,0,0,0,0,0,21.25,18.025,0,0,23.8,0.5843874,6.2999997,2.35625,0,0,6.95,0,0
GG,2026-06-09 11:04,열원,P2,5℃,저층부,공통,#2,0,0,0,0,0,0,27.099998,3.6499999,13.07,3.61,12.809999,85,0,0,0,0,0,1,44.75,4.0899997,15.86,4.0499997,15.62,85,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,23.3,0,23.65,0,0,0,16.8,0,0
